,description,address,price
4754,2 habs.1 baño139 m²con ascensor y terraza,"ApartamentoSant Marius, Sarrià - Sant Gervasihace 16 días",1.400 € /mes
4755,2 habs.1 baño63 m²,"PisoCarrer de Joaquín Costa, Ciutat Vellahace 16 días",750 € /mes
4756,4 habs.2 baños151 m²con ascensor,"PisoCaspe, Eixamplehace 16 días",1.650 € /mes
4757,3 habs.2 baños156 m²con ascensor y terraza,"PisoCatalunya, 82, Eixamplehace 16 días",2.575 € /mes
4758,3 habs.1 baño96 m²con ascensor y terraza,"PisoCarrer Dels Madrazo, 130, Sarrià - Sant Gervasihace 16 días",1.275 € /mes
4759,2 habs.1 baño56 m²con ascensor,"PisoCarrer de Sant Gervasi de Cassoles, 72, Sarrià - Sant Gervasihace 16 días",800 € /mes
4760,2 habs.1 baño60 m²con ascensor,"PisoSant Vicenç, Ciutat Vellahace 16 días",900 € /mes
4761,2 habs.2 baños78 m²con ascensor y terraza,"PisoCarrer de Mallorca, Eixamplehace 16 días",1.300 € /mes
4762,53 m²con ascensor,"PisoPortaferrissa, Ciutat Vellahace 16 días",850 € /mes
4763,3 habs.1 baño85 m²con ascensor y terraza,"ApartamentoCarrer de Wellington, 10, Sant Martíhace 16 días",1.250 € /mes
4764,2 habs.2 baños46 m²con ascensor y terraza,"ÁticoMuntaner, Eixamplehace 16 días",900 € /mes
4765,1 hab.1 baño35 m²,"PisoPlaça de Sant Josep Oriol, Ciutat Vellahace 16 días",650 € /mes
4766,1 hab.1 baño46 m²con ascensor,"PisoAlfons XII, Sarrià - Sant Gervasihace 16 días",950 € /mes
4767,5 habs.3 baños240 m²con ascensor y terraza,"ÁticoSant Dalmir, Horta - Guinardóhace 16 días",1.900 € /mes
4768,3 habs.2 baños156 m²,"PisoPassatge Dels Escudellers, 9, Ciutat Vellahace 16 días",1.590 € /mes
4769,3 habs.1 baño70 m²con terraza,"PisoCarrer Roser, 71, Sants - Montjuïchace 16 días",800 € /mes
4770,1 hab.1 baño30 m²,"LoftCarrer de la Portaferrissa, 30, Ciutat Vellahace 16 días",590 € /mes
4771,2 habs.1 baño68 m²con ascensor,"PisoCarrer de Calàbria, 232, Eixamplehace 16 días",1.000 € /mes
4772,4 habs.1 baño75 m²,"PisoCarrer de València, Eixamplehace 16 días",990 € /mes
4773,3 habs.2 baños138 m²con ascensor,"PisoCarrer Dels Madrazo, Sarrià - Sant Gervasihace 16 días",2.095 € /mes
4774,1 hab.1 baño70 m²con ascensor,"PisoCarrer de Sant Eusebi, Sarrià - Sant Gervasihace 16 días",1.200 € /mes
4775,1 hab.1 baño45 m²con ascensor,"PisoCarrer de València, Eixamplehace 16 días",788 € /mes
4776,1 hab.1 baño40 m²,PisoGràciahace 16 días,575 € /mes
4777,4 habs.2 baños78 m²con ascensor y terraza,"PisoCarrer de la Providència, Gràciahace 16 días",960 € /mes
4778,3 habs.2 baños104 m²con ascensor,"PisoRambla Catalunya, Eixamplehace 16 días",2.400 € /mes
4779,2 habs.1 baño65 m²con ascensor,"PisoPasseig de Garcia Fària, Sant Martíhace 16 días",1.100 € /mes
4780,2 habs.1 baño56 m²,"PisoCarrer de Gresolet, Sarrià - Sant Gervasihace 16 días",850 € /mes
4781,1 hab.1 baño40 m²,"EstudioCarrer de la Concòrdia, Sants - Montjuïchace 16 días",595 € /mes
4782,3 habs.1 baño94 m²con terraza,"PisoConsell de Cent, Eixamplehace 16 días",1.500 € /mes
4783,4 habs.2 baños110 m²con ascensor y parking,PisoLes Cortshace 16 días,1.400 € /mes
4784,3 habs.1 baño70 m²con ascensor,"PisoCarrer Avila, Sant Martíhace 16 días",990 € /mes
4785,1 hab.1 baño50 m²,"PisoTorns, Sants - Montjuïchace 16 días",680 € /mes
4786,4 habs.2 baños106 m²con ascensor y terraza,"PisoCarrer de Casp, Eixamplehace 16 días",1.200 € /mes
4787,2 habs.2 baños70 m²con ascensor y parking,"PisoCarrer de Bac de Roda, Sant Martíhace 16 días",1.500 € /mes
4788,4 habs.2 baños177 m²con ascensor,"PisoRicardo Villa, Sarrià - Sant Gervasihace 16 días",2.300 € /mes
4789,4 habs.2 baños174 m²con ascensor y terraza,"PisoCarles Riba, Sarrià - Sant Gervasihace 16 días",4.900 € /mes
4790,3 baños148 m²con ascensor,"PisoBori I Fontestá, Sarrià - Sant Gervasihace 16 días",2.200 € /mes
4791,1 hab.1 baño45 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 16 días,880 € /mes
4792,1 hab.1 baño50 m²con ascensor y terraza,ÁticoSarrià - Sant Gervasihace 16 días,1.300 € /mes
4793,1 hab.1 baño75 m²con terraza,"LoftRocaberti, Sarrià - Sant Gervasihace 16 días",1.100 € /mes
4794,2 habs.2 baños150 m²con ascensor y terraza,"ÁticoAvinguda de la República Argentina, Sarrià - Sant Gervasihace 16 días",3.500 € /mes
4795,1 hab.1 baño39 m²,"PisoVia Augusta, Sarrià - Sant Gervasihace 16 días",850 € /mes
4796,1 hab.1 baño55 m²con ascensor,"PisoMadrazo, Sarrià - Sant Gervasihace 16 días",1.030 € /mes
4797,2 habs.2 baños67 m²con ascensor y terraza,"PisoFontcoberta, Sarrià - Sant Gervasihace 16 días",1.450 € /mes
4798,5 habs.5 baños287 m²con ascensor,ApartamentoSarrià - Sant Gervasihace 16 días,3.800 € /mes
4799,5 habs.3 baños190 m²,PisoSarrià - Sant Gervasihace 16 días,3.000 € /mes
4800,5 habs.3 baños245 m²con ascensor,"ApartamentoCarrasco I Formiguera, Sarrià - Sant Gervasihace 16 días",4.000 € /mes
4801,2 habs.1 baño50 m²con ascensor,"ApartamentoRonda del General Mitre, Sarrià - Sant Gervasihace 16 días",1.050 € /mes
4802,4 habs.3 baños168 m²con ascensor,"PisoPlaça de Sant Gregori Taumaturg, Sarrià - Sant Gervasihace 16 días",3.200 € /mes
4803,4 habs.3 baños253 m²con ascensor,"ApartamentoJosé Bertran, Sarrià - Sant Gervasihace 16 días",3.800 € /mes
4804,2 habs.1 baño60 m²con ascensor,"PisoSanta Perpetua, Sarrià - Sant Gervasihace 16 días",1.300 € /mes
4805,3 habs.2 baños88 m²con ascensor,"PisoCopernic, Sarrià - Sant Gervasihace 16 días",1.200 € /mes
4806,5 habs.3 baños200 m²con ascensor y terraza,"ÁticoGanduxer, Sarrià - Sant Gervasihace 16 días",3.200 € /mes
4807,3 habs.3 baños181 m²con ascensor y terraza,ApartamentoSarrià - Sant Gervasihace 16 días,2.500 € /mes
4808,5 habs.5 baños257 m²con ascensor y terraza,"PisoEmancipació, Sarrià - Sant Gervasihace 16 días",4.900 € /mes
4809,2 habs.2 baños80 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.450 € /mes
4810,4 habs.2 baños120 m²con ascensor y terraza,"PisoPasseig Reina Elisenda de Montcada, Sarrià - Sant Gervasihace 16 días",1.650 € /mes
4811,3 habs.2 baños149 m²con ascensor,"ApartamentoJacinto Benavente, Sarrià - Sant Gervasihace 16 días",3.200 € /mes
4812,4 habs.6 baños225 m²con ascensor,DúplexSarrià - Sant Gervasihace 16 días,5.300 € /mes
4813,3 habs.2 baños121 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.600 € /mes
4814,6 habs.4 baños276 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 16 días,4.900 € /mes
4815,5 habs.4 baños190 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 16 días,3.300 € /mes
4816,1 hab.1 baño40 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.000 € /mes
4817,1 hab.1 baño57 m²con ascensor y terraza,ApartamentoSarrià - Sant Gervasihace 16 días,935 € /mes
4818,3 baños300 m²con terraza,ApartamentoSarrià - Sant Gervasihace 16 días,3.390 € /mes
4819,4 habs.2 baños115 m²con ascensor,PisoEixamplehace 16 días,1.050 € /mes
4820,1 hab.1 baño55 m²con ascensor,ApartamentoSarrià - Sant Gervasihace 16 días,2.300 € /mes
4821,2 habs.1 baño55 m²con ascensor,"PisoPlaça Molina, Sarrià - Sant Gervasihace 16 días",1.300 € /mes
4822,2 habs.1 baño60 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,850 € /mes
4823,4 habs.4 baños190 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 16 días,4.800 € /mes
4824,4 habs.3 baños154 m²con ascensor y terraza,"PisoPasseig de la Bonanova, Sarrià - Sant Gervasihace 16 días",3.300 € /mes
4825,5 habs.2 baños190 m²con ascensor y terraza,ÁticoSarrià - Sant Gervasihace 16 días,2.200 € /mes
4826,3 habs.2 baños92 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.400 € /mes
4827,4 habs.4 baños475 m²con ascensor y terraza,ApartamentoSarrià - Sant Gervasihace 16 días,15.000 € /mes
4828,3 habs.2 baños90 m²con ascensor,"PisoMadrazo, Sarrià - Sant Gervasihace 16 días",1.250 € /mes
4829,2 habs.1 baño65 m²con ascensor,ApartamentoSarrià - Sant Gervasihace 16 días,2.500 € /mes
4830,2 habs.2 baños80 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.400 € /mes
4831,2 habs.1 baño70 m²,PisoCiutat Vellahace 16 días,1.000 € /mes
4832,4 habs.1 baño65 m²,"ÁticoCarrer Pintor Josep Pinos, Horta - Guinardóhace 16 días",800 € /mes
4833,2 habs.2 baños99 m²con ascensor,PisoSarrià - Sant Gervasihace 16 días,1.700 € /mes
4834,3 habs.2 baños100 m²con ascensor,ApartamentoSarrià - Sant Gervasihace 16 días,1.700 € /mes
4835,1 hab.1 baño47 m²,ApartamentoSarrià - Sant Gervasihace 16 días,800 € /mes
4836,4 habs.2 baños88 m²con ascensor y terraza,"PisoCarrer Vilamari, Eixamplehace 16 días",1.100 € /mes
4837,2 habs.1 baño70 m²con ascensor,"PisoCarrer de Provença, 490, Eixamplehace 16 días",970 € /mes
4838,3 habs.2 baños85 m²con ascensor,"PisoCarrer de Padilla, 240, Eixamplehace 16 días",1.050 € /mes
4839,3 habs.1 baño63 m²,"PisoCarrer D'eusebi Planas, Sants - Montjuïchace 16 días",850 € /mes
4840,4 habs.3 baños256 m²con ascensor y terraza,"DúplexCarrer de Teodor Roviralta, Sarrià - Sant Gervasihace 16 días",4.500 € /mes
4841,3 habs.1 baño70 m²con ascensor y terraza,"ÁticoAvinguda de la República Argentina, Gràciahace 16 días",1.200 € /mes
4842,2 habs.1 baño70 m²con ascensor,"PisoGran Via Corts Catalanes, 286, Sants - Montjuïchace 16 días",975 € /mes
4843,2 habs.1 baño65 m²,"ÁticoDe Sant Pere Màrtir, Gràciahace 16 días",1.250 € /mes
4844,2 habs.1 baño52 m²con ascensor,"PisoCarrer de Sant Gervasi de Cassoles, 72, Sarrià - Sant Gervasihace 16 días",662 € /mes
4845,1 baño22 m²,"EstudioCarrer de Lafont, 19, Sants - Montjuïchace 16 días",565 € /mes
4846,2 habs.1 baño55 m²con ascensor,"PisoCarrer de Sugranyes, 93, Sants - Montjuïchace 16 días",800 € /mes
4847,3 habs.1 baño70 m²con terraza,"PisoArc de Sant Martí, Horta - Guinardóhace 16 días",825 € /mes
4848,2 habs.1 baño73 m²con ascensor,PisoSants - Montjuïchace 16 días,780 € /mes
4849,3 habs.1 baño65 m²,"PisoCarrer Aribau, Eixamplehace 16 días",1.000 € /mes
4850,2 habs.1 baño46 m²,"PisoPlaza Carrer de Josep Solé I Barberà, Nou Barrishace 16 días",700 € /mes
4851,2 habs.1 baño80 m²,PisoHorta - Guinardóhace 16 días,800 € /mes
4852,4 habs.2 baños94 m²con ascensor,"PisoCarrer de Muntaner, Eixamplehace 16 días",1.200 € /mes
4853,3 habs.2 baños76 m²con ascensor y terraza,"PisoCarrer de Mallorca, 605, Sant Martíhace 16 días",900 € /mes
4854,2 habs.2 baños74 m²con ascensor y terraza,"PisoCarrer Girona, Eixamplehace 16 días",1.400 € /mes
4855,2 habs.1 baño70 m²con ascensor,"PisoCarrer D'entença, Eixamplehace 17 días",870 € /mes
4856,3 habs.2 baños85 m²con ascensor y parking,"PisoCarrer de Roger de Flor, Eixamplehace 17 días",4.500 € /mes
4857,3 habs.2 baños100 m²con ascensor y parking,"DúplexCarrer de Ramón y Cajal, Gràciahace 17 días",5.500 € /mes
4858,3 habs.2 baños85 m²con ascensor y parking,"DúplexCarrer de Ballester, Sarrià - Sant Gervasihace 17 días",2.700 € /mes
4859,3 habs.3 baños140 m²con ascensor y parking,"DúplexCarrer D'homer, Sarrià - Sant Gervasihace 17 días",2.400 € /mes
4860,2 habs.2 baños153 m²con ascensor y parking,"ApartamentoDe Garcia Fària, Sant Martíhace 17 días",2.450 € /mes
4861,2 habs.1 baño80 m²con ascensor,"PisoCarrer de Sant Elies, Sarrià - Sant Gervasihace 17 días",1.180 € /mes
4862,2 habs.1 baño60 m²,"PisoCalle Bruc, Eixamplehace 17 días",950 € /mes
4863,2 habs.1 baño55 m²,"PisoCalle Muntaner, Eixamplehace 17 días",850 € /mes
4864,3 habs.1 baño65 m²con ascensor,"PisoCalle Maspons, Gràciahace 17 días",900 € /mes
4865,3 habs.1 baño65 m²con ascensor,"PisoCalle Maspons, Gràciahace 17 días",900 € /mes
4866,4 habs.1 baño85 m²con ascensor,"PisoCarrer de Lope de Vega, Sant Martíhace 17 días",900 € /mes
4867,2 habs.1 baño65 m²con ascensor y parking,"PisoCarrer de Prats de Molló, Sarrià - Sant Gervasihace 17 días",2.200 € /mes
4868,3 habs.2 baños70 m²,"PisoAvila, Sant Martíhace 17 días",1.100 € /mes
4869,2 habs.2 baños79 m²con ascensor,"PisoCarrer D'aragó, Eixamplehace 17 días",1.300 € /mes
4870,2 habs.1 baño75 m²,"PisoCarrer de Ramón y Cajal, Gràciahace 17 días",800 € /mes
4871,1 hab.1 baño35 m²,"PisoCarrer del Mar, Ciutat Vellahace 17 días",525 € /mes
4872,3 habs.2 baños79 m²,"PisoCarrer de Ramón y Cajal, Gràciahace 17 días",900 € /mes
4873,3 habs.1 baño63 m²con ascensor,"PisoCarrer Dels Morabos, Sants - Montjuïchace 17 días",800 € /mes
4874,2 habs.1 baño55 m²,"PisoDe Blai, Sants - Montjuïchace 17 días",750 € /mes
4875,2 habs.1 baño56 m²,"PisoDe Salomó Ben Adret, Ciutat Vellahace 17 días",879 € /mes
4876,2 habs.2 baños52 m²,"PisoDe Colomines, Ciutat Vellahace 17 días",700 € /mes
4877,1 hab.1 baño60 m²,"PisoD'en Tantarantana, Ciutat Vellahace 17 días",775 € /mes
4878,2 habs.1 baño47 m²con ascensor,"PisoDe Ca L'alegre de Dalt, Gràciahace 17 días",785 € /mes
4879,1 hab.1 baño40 m²con terraza,"ÁticoCarrer Arago, 211, Eixamplehace 17 días",580 € /mes
4880,1 hab.1 baño71 m²con ascensor,PisoNou Barrishace 17 días,850 € /mes
4881,4 habs.4 baños125 m²con ascensor,PisoEixamplehace 17 días,2.300 € /mes
4882,1 hab.1 baño50 m²,PisoGràciahace 17 días,925 € /mes
4883,7 habs.2 baños202 m²con ascensor,ApartamentoEixamplehace 17 días,2.300 € /mes
4884,4 habs.2 baños110 m²con ascensor,"PisoPasseig del Verdum, 30, Nou Barrishace 17 días",1.175 € /mes
4885,2 habs.2 baños90 m²con ascensor y terraza,"PisoCarrer D'enric Granados, Eixamplehace 17 días",1.400 € /mes
4886,2 habs.2 baños72 m²con ascensor,"PisoAvinguda de Josep Tarradellas, Sants - Montjuïchace 17 días",1.090 € /mes
4887,2 habs.1 baño54 m²,"PisoCarrer del Roser, Sants - Montjuïchace 17 días",850 € /mes
4888,3 habs.1 baño75 m²con ascensor,"PisoCarrer de Lluís Sagnier, Horta - Guinardóhace 17 días",1.100 € /mes
4889,3 habs.2 baños80 m²con ascensor,"PisoGran Via de Les Corts Catalanes, Eixamplehace 17 días",1.090 € /mes
4890,2 habs.1 baño67 m²con ascensor,"PisoCarrer Pau Claris, 99, Eixamplehace 17 días",1.600 € /mes
4891,2 habs.1 baño64 m²,"PisoCarrer de Sant Pau, Ciutat Vellahace 17 días",830 € /mes
4892,2 habs.1 baño55 m²,"ApartamentoCarrer de Les Pedreres, Sants - Montjuïchace 17 días",1.200 € /mes
4893,2 habs.1 baño55 m²,"ApartamentoCarrer de la França Xica, Sants - Montjuïchace 17 días",2.255 € /mes
4894,2 habs.2 baños65 m²,"ApartamentoCarrer D'espolsa-sacs, Ciutat Vellahace 17 días",1.936 € /mes
4895,3 habs.1 baño145 m²con ascensor y terraza,"PisoMadrazo, 130, Sarrià - Sant Gervasihace 17 días",1.275 € /mes
4896,3 habs.2 baños90 m²,"PisoCarrer de Ballester, Sarrià - Sant Gervasihace 17 días",1.600 € /mes
4897,2 habs.2 baños78 m²con ascensor,"PisoCarrer D'anglesola, 27, Les Cortshace 17 días",1.300 € /mes
4898,1 hab.1 baño58 m²,"PisoCarrer D'en Boquer, Ciutat Vellahace 17 días",850 € /mes
4899,3 habs.1 baño62 m²con ascensor,"PisoAvinguda Meridiana, Sant Andreuhace 17 días",850 € /mes
4900,3 habs.2 baños140 m²con ascensor,PisoSarrià - Sant Gervasihace 17 días,3.600 € /mes
4901,2 habs.1 baño57 m²con ascensor,"PisoMontmany, Gràciahace 17 días",800 € /mes
4902,3 habs.2 baños114 m²con ascensor,"PisoCarrer de L'ensenyança, Ciutat Vellahace 17 días",1.300 € /mes
4903,4 habs.2 baños148 m²con ascensor y terraza,"PisoCarrer de Londres, Eixamplehace 17 días",2.000 € /mes
4904,3 habs.2 baños80 m²con ascensor,"PisoCarrer de Can Pujolet, Horta - Guinardóhace 17 días",1.100 € /mes
4905,4 habs.2 baños82 m²con ascensor,"PisoCarrer D'entença, Eixamplehace 17 días",1.100 € /mes
4906,3 habs.1 baño60 m²con ascensor,"PisoCarrer Provença, 39, Eixamplehace 17 días",890 € /mes
4907,3 habs.2 baños85 m²con ascensor,"PisoCarrer del Vint-i-sis de Gener 1641, Sants - Montjuïchace 17 días",1.030 € /mes
4908,3 habs.2 baños89 m²con ascensor,"PisoCarrer de Sepúlveda, 161, Eixamplehace 17 días",1.150 € /mes
4909,4 habs.2 baños100 m²con ascensor,"PisoGran Via de Les Corts Catalanes, 975, Sant Martíhace 17 días",1.350 € /mes
4910,2 habs.1 baño46 m²con ascensor,"PisoCarrer Pintor Gimeno, 2, Sarrià - Sant Gervasihace 17 días",850 € /mes
4911,4 habs.2 baños104 m²con ascensor,PisoSarrià - Sant Gervasihace 17 días,1.400 € /mes
4912,1 hab.1 baño30 m²con terraza,"PisoDel Doctor Giné I Partagàs, Ciutat Vellahace 17 días",800 € /mes
4913,2 habs.1 baño71 m²con ascensor,"PisoCalle Arago, Eixamplehace 17 días",1.150 € /mes
4914,1 hab.1 baño62 m²con ascensor,"PisoCarrer Lluçanes, Sarrià - Sant Gervasihace 17 días",850 € /mes
4915,3 habs.2 baños85 m²,"PisoCatalunya, Eixamplehace 17 días",1.200 € /mes
4916,4 habs.2 baños110 m²con ascensor,"Planta bajaCarrer Taquigraf Garriga, Les Cortshace 17 días",1.350 € /mes
4917,2 habs.1 baño70 m²,"PisoCarrer Simancas, Nou Barrishace 17 días",695 € /mes
4918,4 habs.2 baños125 m²con ascensor,"PisoDe Maragall, Horta - Guinardóhace 17 días",1.200 € /mes
4919,3 habs.1 baño80 m²,"PisoCarrer de Sabastida, Nou Barrishace 17 días",800 € /mes
4920,5 habs.3 baños100 m²con ascensor,"PisoCarrer D'ausiàs March, Eixamplehace 17 días",2.000 € /mes
4921,4 habs.2 baños90 m²,ApartamentoCiutat Vellahace 17 días,1.200 € /mes
4922,3 habs.2 baños75 m²con ascensor,"PisoPasseig D'amunt, Gràciahace 17 días",1.000 € /mes
4923,4 habs.2 baños106 m²con ascensor,"PisoAvinguda Rio de Janeiro, Nou Barrishace 17 días",975 € /mes
4924,2 habs.1 baño50 m²,"PisoCarrer Pla de Fornells, Nou Barrishace 17 días",600 € /mes
4925,3 habs.1 baño87 m²con ascensor y terraza,"PisoRiera de Cassoles, Gràciahace 17 días",975 € /mes
4926,5 habs.6 baños444 m²con terraza,"Casa adosadaTil-lers, Les Cortshace 17 días",7.500 € /mes
4927,2 habs.1 baño53 m²,"PisoCarrer Creu Dels Molers, 64, Sants - Montjuïchace 17 días",770 € /mes
4928,4 habs.2 baños120 m²,"PisoCarrer Padua, Gràciahace 17 días",1.700 € /mes
4929,3 habs.2 baños68 m²,"PisoDe Badalona, Sants - Montjuïchace 17 días",700 € /mes
4930,2 habs.1 baño66 m²con ascensor,"PisoDel Mas Casanovas, Horta - Guinardóhace 17 días",700 € /mes
4931,4 habs.2 baños120 m²con ascensor,"PisoRonda de Sant Pau, Ciutat Vellahace 17 días",1.160 € /mes
4932,1 hab.1 baño36 m²,"PisoFrança, Horta - Guinardóhace 17 días",640 € /mes
4933,2 habs.1 baño55 m²con ascensor y terraza,"PisoDe la Independencia, Sant Martíhace 17 días",770 € /mes
4934,4 habs.2 baños137 m²con ascensor,"PisoTeodora Lamadrid, Sarrià - Sant Gervasihace 17 días",1.600 € /mes
4935,1 hab.1 baño50 m²con ascensor,"LoftCarrer de Pelai, Eixamplehace 17 días",850 € /mes
4936,2 habs.1 baño70 m²con ascensor,"PisoCarrer del Regent Mendieta, Les Cortshace 17 días",925 € /mes
4937,2 habs.1 baño81 m²,"PisoTravessera de Les Corts, Les Cortshace 17 días",750 € /mes
4938,2 habs.1 baño70 m²con ascensor y terraza,"PisoSant Joan Bosco, Sarrià - Sant Gervasihace 17 días",1.000 € /mes
4939,1 hab.1 baño75 m²con ascensor,"PisoDe Catalunya, Eixamplehace 17 días",1.250 € /mes
4940,2 habs.2 baños120 m²con ascensor,"PisoDe Catalunya, Eixamplehace 17 días",1.700 € /mes
4941,2 habs.1 baño78 m²con ascensor,PisoSarrià - Sant Gervasihace 17 días,1.050 € /mes
4942,1 hab.1 baño65 m²con ascensor,"PisoCatalunya, Eixamplehace 17 días",1.250 € /mes
4943,2 habs.1 baño80 m²con ascensor y terraza,"PisoOsi, Sarrià - Sant Gervasihace 17 días",1.750 € /mes
4944,2 habs.2 baños120 m²con ascensor,"PisoCatalunya, Eixamplehace 17 días",1.700 € /mes
4945,2 habs.2 baños86 m²con ascensor,PisoSarrià - Sant Gervasihace 17 días,1.500 € /mes
4946,2 habs.1 baño55 m²,PisoCiutat Vellahace 17 días,750 € /mes
4947,1 hab.1 baño35 m²con ascensor,PisoLes Cortshace 17 días,750 € /mes
4948,2 habs.1 baño57 m²con ascensor,"PisoAlcolea, Sants - Montjuïchace 17 días",800 € /mes
4949,1 hab.1 baño50 m²con ascensor,"PisoPasseig Montjuic, 32, Sants - Montjuïchace 17 días",785 € /mes
4950,5 habs.3 baños151 m²con ascensor,PisoEixamplehace 17 días,1.600 € /mes
4951,2 habs.1 baño65 m²,"ApartamentoCarrer de la Llibertat, Gràciahace 17 días",1.771 € /mes
4952,2 habs.1 baño65 m²,"ApartamentoCarrer de la Llibertat, Gràciahace 17 días",1.714 € /mes
4953,2 habs.2 baños60 m²con ascensor,"ApartamentoCarrer Consell de Cent, Eixamplehace 17 días",1.600 € /mes
4954,3 habs.1 baño88 m²con ascensor y terraza,"PisoCarrer de Ricart, Sants - Montjuïchace 17 días",1.050 € /mes
4955,2 habs.1 baño67 m²,"PisoCarrer Escipio, 59, Sarrià - Sant Gervasihace 17 días",875 € /mes
4956,2 habs.2 baños68 m²con terraza,"ÁticoCarrer de Valldonzella, Ciutat Vellahace 17 días",1.200 € /mes
4957,2 habs.1 baño64 m²con ascensor,"PisoCarrer Calvet, 54, Sarrià - Sant Gervasihace 17 días",950 € /mes
4958,4 habs.1 baño100 m²con ascensor,"PisoCarrer Muntaner, 155, Eixamplehace 17 días",1.190 € /mes
4959,2 habs.2 baños68 m²con ascensor,"PisoCarrer Blai, Eixamplehace 17 días",1.100 € /mes
4960,3 habs.1 baño80 m²con ascensor,"PisoAvinguda Meridiana, Sant Andreuhace 17 días",900 € /mes
4961,1 hab.1 baño55 m²con ascensor y terraza,"PisoCarrer Sant Elies, Sarrià - Sant Gervasihace 17 días",890 € /mes
4962,2 habs.1 baño58 m²,"PisoMare de Deu Dels Angels, Horta - Guinardóhace 17 días",750 € /mes
4963,3 habs.1 baño62 m²,"PisoRamon Rocafull, Horta - Guinardóhace 17 días",650 € /mes
4964,3 habs.1 baño70 m²con ascensor,"PisoRiera Alta, Ciutat Vellahace 17 días",845 € /mes
4965,4 habs.2 baños90 m²con ascensor,"PisoCarrer de Lepant, 129, Eixamplehace 17 días",895 € /mes
4966,4 habs.2 baños98 m²con ascensor,"PisoAvinguda del Paral.lel, 182, Eixamplehace 17 días",1.250 € /mes
4967,2 habs.1 baño59 m²,"PisoCarrer de Déu I Mata, Les Cortshace 17 días",800 € /mes
4968,2 habs.1 baño55 m²,"PisoCarrer Torrent de Les Roses, Les Cortshace 17 días",1.050 € /mes
4969,3 habs.1 baño75 m²con ascensor,"PisoCarrer de Sant Antoni Maria Claret, 111, Horta - Guinardóhace 17 días",975 € /mes
4970,2 habs.1 baño55 m²con ascensor,"PisoCarrer Or, Gràciahace 17 días",850 € /mes
4971,1 hab.1 baño50 m²,"ApartamentoCarrer de Blasco de Garay, Sants - Montjuïchace 17 días",900 € /mes
4972,2 habs.1 baño67 m²,PisoSarrià - Sant Gervasihace 17 días,875 € /mes
4973,1 hab.1 baño56 m²con ascensor y terraza,"ÁticoCarrer D'en Serra, Ciutat Vellahace 17 días",1.400 € /mes
4974,1 hab.2 baños35 m²,"PisoCarrer Savilla, Ciutat Vellahace 17 días",600 € /mes
4975,2 habs.2 baños60 m²,"ApartamentoCarrer de Marià Cubí, Sarrià - Sant Gervasihace 17 días",1.100 € /mes
4976,2 habs.1 baño45 m²con ascensor,"ÁticoEscultor Llimona, 8 Bis, Horta - Guinardóhace 17 días",700 € /mes
4977,3 habs.1 baño84 m²con ascensor y terraza,"PisoPuigcerda, Sant Martíhace 17 días",900 € /mes
4978,2 habs.1 baño70 m²con ascensor,"PisoCarrer de Sant Antoni Maria Claret, 57, Gràciahace 17 días",900 € /mes
4979,1 hab.1 baño35 m²con ascensor,"PisoCarrer de Joaquín Costa, Ciutat Vellahace 17 días",875 € /mes
4980,4 habs.1 baño82 m²con ascensor y parking,"PisoCarrer de Marc Aureli, Sarrià - Sant Gervasihace 17 días",1.400 € /mes
4981,3 habs.1 baño70 m²,"PisoCarrer de Sant Vicenç, Ciutat Vellahace 17 días",700 € /mes
4982,3 habs.2 baños76 m²con ascensor y parking,"PisoMallorca, Sant Martíhace 17 días",1.500 € /mes
4983,3 habs.2 baños90 m²con ascensor,"PisoGran Via de Les Corts Catalanes, Eixamplehace 17 días",1.150 € /mes
4984,3 habs.2 baños70 m²con ascensor,"PisoCarrer Paris, Eixamplehace 17 días",900 € /mes
4985,3 habs.2 baños70 m²con ascensor,"PisoCarrer Paris, Eixamplehace 17 días",900 € /mes
4986,4 habs.1 baño137 m²con ascensor,"PisoUrquinaona, Eixamplehace 17 días",1.300 € /mes
4987,3 habs.2 baños91 m²con ascensor,"PisoCarrer Calvet, Sarrià - Sant Gervasihace 17 días",1.700 € /mes
4988,1 hab.1 baño46 m²,PisoEixamplehace 17 días,847 € /mes
4989,4 habs.2 baños92 m²,PisoEixamplehace 17 días,1.175 € /mes
4990,3 habs.1 baño73 m²con ascensor,"PisoCalle de Pi y Margall, Horta - Guinardóhace 17 días",1.160 € /mes
4991,1 hab.1 baño41 m²con ascensor,"PisoAvinguda Diagonal, Eixamplehace 17 días",650 € /mes
4992,1 baño40 m²con ascensor,"ApartamentoPasseig Reina Elisenda de Montcada, 11, Sarrià - Sant Gervasihace 17 días",750 € /mes
4993,3 habs.2 baños100 m²con ascensor,"PisoCarrer Comte D´urgell, Eixamplehace 17 días",1.297 € /mes
